SCORECARD_POINTS,period,aid
1.3556317,198202,css1982021000156
-1.7260187,198202,css1982021100053
-0.03744407,198202,css1982021100147
-0.10115767,198202,css1982021200055
0.5200288,198202,css1982021200100
0.3923667,198202,css1982021300038
-1.2287443,198202,css1982021300158
2.2073452,198202,css1982021400012
1.8849777,198202,css1982021400061
2.875015,198202,css1982021500023
2.606047,198202,css1982021500079
-1.6618439,198202,css1982021500109
2.631234,198202,css1982021500111
0.6845071,198202,css1982021500115
-1.259995,198202,css1982021500132
-0.47831586,198202,css1982021600028
-0.5207075,198202,css1982021600029
-3.7658486,198202,css1982021600035
-1.7072756,198202,css1982021700027
1.3054876,198202,css1982021700096
-0.7304101,198202,css1982021700159
1.4001024,198202,css1982021800039
-1.7001424,198202,css1982021800052
-1.5888966,198202,css1982021800122
-0.5190154,198202,css1982021900068
1.8657659,198202,css1982021900157
0.5441013,198202,css1982022000087
0.9321129,198202,css1982022000112
-1.3635257,198202,css1982022200026
-0.46703106,198202,css1982022200101
1.2321098,198202,css1982022200102
-3.2102928,198202,css1982022300013
-1.0128032,198202,css1982022300042
2.590963,198202,css1982022300116
-1.5579054,198202,css1982022300124
-0.3407361,198202,css1982022400088
0.49413374,198202,css1982022500065
-3.371084,198202,css1982022500067
2.725327,198202,css1982022600006
1.3850452,198203,css1982030100098
0.41822365,198203,css1982030100120
2.6324387,198203,css1982030200009
-2.7268722,198203,css1982030200010
-3.372043,198203,css1982030200047
2.0615425,198203,css1982030200060
1.9227874,198203,css1982030200074
2.4990811,198203,css1982030200135
-0.19693822,198203,css1982030200151
-0.10986947,198203,css1982030300140
1.548151,198203,css1982030300153
-1.2733626,198203,css1982030400093
1.5632814,198203,css1982030400154
1.48456,198203,css1982030500041
2.8861792,198203,css1982030500051
0.55974305,198203,css1982030500070
2.3520534,198203,css1982030500077
-1.2662793,198203,css1982030500090
1.0198447,198203,css1982030500094
0.24411088,198203,css1982030500142
-1.68372,198203,css1982030600056
1.468482,198203,css1982030600130
-0.48580092,198203,css1982030600144
-1.379646,198203,css1982030600152
-1.0463369,198203,css1982030600155
-0.69121295,198203,css1982030700071
-1.8309593,198203,css1982030700104
-0.51972055,198203,css1982030800043
0.8137546,198203,css1982030800105
-1.3904636,198203,css1982030800145
2.3072786,198203,css1982030900062
1.8600986,198203,css1982030900081
-1.0146803,198203,css1982031000030
0.28835064,198203,css1982031000113
-1.4882314,198203,css1982031000129
0.07056307,198203,css1982031000156
-0.51078326,198203,css1982031100037
0.53995633,198203,css1982031100097
-1.1008185,198203,css1982031100106
-0.21306655,198203,css1982031200050
-1.0803083,198203,css1982031200055
-1.5442084,198203,css1982031200059
1.3624922,198203,css1982031200100
0.81518495,198203,css1982031400012
0.11263247,198203,css1982031400032
-0.7701812,198203,css1982031400049
0.8575184,198203,css1982031400061
3.2068834,198203,css1982031400127
1.7256471,198203,css1982031500023
1.883345,198203,css1982031500057
0.63707685,198203,css1982031500079
-0.81421417,198203,css1982031500111
-0.24398682,198203,css1982031500132
-0.0052887555,198203,css1982031600110
-0.6004723,198203,css1982031700096
0.687071,198203,css1982031700136
1.1562779,198203,css1982031700137
-0.11032996,198203,css1982031700139
-1.2765018,198203,css1982031700146
-1.4822397,198203,css1982031800039
-1.2138957,198203,css1982031800052
-0.5400186,198203,css1982031800122
1.1183094,198203,css1982031800141
0.93715817,198203,css1982031800148
-0.07383831,198203,css1982031900031
-1.4980087,198203,css1982031900068
-1.5629896,198203,css1982031900092
-0.6596032,198203,css1982032000058
0.19639084,198203,css1982032000108
2.1337626,198203,css1982032000118
-3.6878014,198203,css1982032200011
-1.0836635,198203,css1982032200150
-0.1653632,198203,css1982032300013
-2.9483383,198203,css1982032300042
-3.6918375,198203,css1982032300124
3.1360743,198203,css1982032400045
1.8743317,198203,css1982032400085
2.1717587,198203,css1982032400088
3.305348,198203,css1982032500015
-0.9064485,198203,css1982032500034
1.2538304,198203,css1982032500065
3.528465,198203,css1982032600006
-3.6604939,198203,css1982032600019
-1.2400738,198204,css1982040100120
-0.49211764,198204,css1982040200009
0.37579477,198204,css1982040200074
2.1253777,198204,css1982040200083
0.08685302,198204,css1982040200135
-0.8950718,198204,css1982040200151
1.6690694,198204,css1982040300140
-0.31294593,198204,css1982040300153
-0.2968555,198204,css1982040400078
0.79728526,198204,css1982040400119
0.8906978,198204,css1982040400154
-0.51239526,198204,css1982040500040
-2.8498774,198204,css1982040500070
-1.2053752,198204,css1982040600020
-1.6761112,198204,css1982040600152
2.1627352,198204,css1982040700004
-0.7181281,198204,css1982040700104
-1.3041259,198204,css1982040800016
2.9723725,198204,css1982040800024
-1.7517321,198204,css1982040800043
-0.8158945,198204,css1982040800080
3.0377986,198204,css1982040800099
2.4715524,198204,css1982040900091
-3.2056081,198204,css1982041000030
-1.0498928,198204,css1982041000075
-0.5025421,198204,css1982041000129
0.68840456,198204,css1982041000156
0.65746623,198204,css1982041100003
0.9938826,198204,css1982041100097
0.6828488,198204,css1982041100106
-1.1071051,198204,css1982041200084
1.289196,198204,css1982041300025
-0.7697529,198204,css1982041300038
-1.0949922,198204,css1982041300149
0.025995098,198204,css1982041300158
-2.8586257,198204,css1982041400008
-0.17857867,198204,css1982041400012
-3.3929706,198204,css1982041400032
-0.16838565,198204,css1982041400086
0.26113284,198204,css1982041500089
2.0730999,198204,css1982041500111
-1.5845573,198204,css1982041500115
2.474349,198204,css1982041500117
-0.7019321,198204,css1982041600028
-3.7852743,198204,css1982041600029
-0.64686906,198204,css1982041700027
-0.8354419,198204,css1982041700139
0.42972887,198204,css1982041700159
2.379063,198204,css1982041800052
-0.25987953,198204,css1982041800122
2.0404902,198204,css1982041800141
-1.0534554,198204,css1982041800148
-1.0462743,198204,css1982041900064
1.7079946,198204,css1982041900068
-1.4697459,198204,css1982041900076
-0.27988368,198204,css1982041900128
0.9639784,198204,css1982041900157
1.8036427,198204,css1982042000112
-0.07592619,198204,css1982042000118
-1.2495451,198204,css1982042200011
-0.8164104,198204,css1982042200102
1.1183094,198204,css1982042200150
-0.6656488,198204,css1982042300042
0.40631783,198204,css1982042500015
-0.57643443,198204,css1982042500034
-1.0334716,198204,css1982042500067
-1.0156684,198204,css1982042600002
-0.5317714,198204,css1982042600006
2.5089252,198205,css1982050100098
-3.4487154,198205,css1982050200009
2.0983522,198205,css1982050200047
-1.045735,198205,css1982050200060
-1.4916121,198205,css1982050200074
-0.69686174,198205,css1982050300140
-0.83633035,198205,css1982050400048
2.8647602,198205,css1982050400119
-0.058392815,198205,css1982050400154
-2.3162076,198205,css1982050500041
-0.31469357,198205,css1982050500070
2.5338225,198205,css1982050500134
-0.45075288,198205,css1982050500142
-1.7172943,198205,css1982050600020
-0.054977365,198205,css1982050600155
-3.7688522,198205,css1982050700004
-1.4260826,198205,css1982050800016
1.3280416,198205,css1982050800043
2.4270327,198205,css1982050800095
-0.023516325,198205,css1982050800099
1.0483137,198205,css1982050800145
-1.4017345,198205,css1982050900091
-1.6107628,198205,css1982051000113
-1.4649532,198205,css1982051000129
0.4279485,198205,css1982051000156
-1.1685134,198205,css1982051100022
-3.61017,198205,css1982051100037
-1.203338,198205,css1982051100097
0.4880128,198205,css1982051100106
-1.7693094,198205,css1982051200055
1.0399563,198205,css1982051200084
-0.756684,198205,css1982051200100
-0.37016153,198205,css1982051300038
-1.2467532,198205,css1982051400008
2.4569347,198205,css1982051400012
-1.0505283,198205,css1982051400127
2.3983715,198205,css1982051500057
-1.1810845,198205,css1982051500079
-1.5289177,198205,css1982051500115
-0.19599083,198205,css1982051600028
-1.3611766,198205,css1982051600072
-0.15199535,198205,css1982051600110
2.9161232,198205,css1982051600133
0.30755508,198205,css1982051700096
-1.849402,198205,css1982051700114
2.0246499,198205,css1982051700137
-0.3904539,198205,css1982051700143
-0.9407391,198205,css1982051800021
2.5640447,198205,css1982051800052
1.4062951,198205,css1982051800131
0.65580213,198205,css1982051800141
-3.6077485,198205,css1982051900064
2.5094573,198205,css1982051900076
-0.10822017,198205,css1982051900128
-0.9136966,198205,css1982051900157
1.2538364,198205,css1982052000087
2.397304,198205,css1982052000108
0.30367088,198205,css1982052000118
2.0745497,198205,css1982052200101
-0.2502507,198205,css1982052200121
-0.6812754,198205,css1982052300013
-0.03111716,198205,css1982052300103
0.71026796,198205,css1982052300116
-0.4093913,198205,css1982052300124
-1.368577,198205,css1982052400045
2.425581,198205,css1982052400085
-0.046571992,198205,css1982052500065
-0.93520224,198206,css1982060100063
-0.7445837,198206,css1982060100098
1.9299269,198206,css1982060100123
-0.71713984,198206,css1982060200009
-1.1567878,198206,css1982060200010
0.19168729,198206,css1982060200060
-0.66626436,198206,css1982060300069
-0.65043837,198206,css1982060300153
-0.4367389,198206,css1982060400154
-0.2032874,198206,css1982060500040
2.3428826,198206,css1982060600020
0.55486923,198206,css1982060600144
-0.711864,198206,css1982060600152
-0.24916929,198206,css1982060600155
-0.36897928,198206,css1982060700071
1.8014507,198206,css1982060700104
1.4567769,198206,css1982060800043
2.7390704,198206,css1982060800080
0.18246809,198206,css1982060800099
-0.6020301,198206,css1982060800105
-0.21557489,198206,css1982060900062
-1.4654065,198206,css1982060900091
-3.7658486,198206,css1982061000030
0.4381563,198206,css1982061000107
-0.73779875,198206,css1982061000125
1.661261,198206,css1982061000126
2.0396848,198206,css1982061000156
-1.154452,198206,css1982061100037
-1.5993662,198206,css1982061100053
-0.43369833,198206,css1982061100147
-0.35941917,198206,css1982061200050
0.3732978,198206,css1982061200055
-1.58482,198206,css1982061200059
-3.3537524,198206,css1982061200066
0.4849888,198206,css1982061200084
-0.9037836,198206,css1982061300038
1.8188809,198206,css1982061300149
1.8306108,198206,css1982061300158
-0.2972694,198206,css1982061400049
2.2272687,198206,css1982061400127
0.019980423,198206,css1982061500007
1.6802754,198206,css1982061500023
-0.0029590698,198206,css1982061500046
2.019158,198206,css1982061500117
-1.2197989,198206,css1982061500132
2.4090488,198206,css1982061600035
-2.0287535,198206,css1982061600110
0.5779269,198206,css1982061700096
0.4003119,198206,css1982061700159
-3.718817,198206,css1982061800018
0.71723247,198206,css1982061800122
0.07814198,198206,css1982061800131
1.4332844,198206,css1982061800141
0.20397824,198206,css1982061900068
0.37472624,198206,css1982061900076
1.3682963,198206,css1982061900157
2.0573192,198206,css1982062000058
-0.089497015,198206,css1982062000118
-3.2102928,198206,css1982062200011
0.8956497,198206,css1982062200101
0.15550897,198206,css1982062200102
-3.3824193,198206,css1982062300042
-0.8833916,198206,css1982062300103
3.5462208,198206,css1982062300116
-0.9537725,198206,css1982062300124
-0.07583059,198206,css1982062400085
-1.0599926,198206,css1982062500033
0.8605411,198206,css1982062500065
-3.3611667,198206,css1982062600002
-1.0692122,198206,css1982062600019
2.9538794,198207,css1982070100063
0.11195245,198207,css1982070100098
-2.9289546,198207,css1982070200010
3.090124,198207,css1982070200060
2.4291553,198207,css1982070200083
-1.167972,198207,css1982070200135
-0.07363708,198207,css1982070300138
-1.2192223,198207,css1982070300140
-0.85382336,198207,css1982070300153
-0.6514021,198207,css1982070400048
-0.7004055,198207,css1982070400054
1.1134111,198207,css1982070400154
0.051755108,198207,css1982070500040
-3.2367768,198207,css1982070500041
1.0732737,198207,css1982070500051
-1.718482,198207,css1982070500070
-0.9320545,198207,css1982070500094
-3.746326,198207,css1982070600020
-0.10964455,198207,css1982070600056
-1.135202,198207,css1982070600130
0.09281857,198207,css1982070600152
0.76670253,198207,css1982070600155
2.8133566,198207,css1982070800016
2.3614616,198207,css1982070800095
-1.0212045,198207,css1982070800099
-1.075541,198207,css1982070900062
2.514112,198207,css1982070900081
3.314408,198207,css1982070900091
-0.74463534,198207,css1982071000107
-1.0153202,198207,css1982071000113
2.106221,198207,css1982071000125
-0.8311814,198207,css1982071000126
0.119258724,198207,css1982071000156
-3.372043,198207,css1982071200050
-1.3373134,198207,css1982071200059
0.5534195,198207,css1982071300158
-1.5227476,198207,css1982071400008
-2.5268831,198207,css1982071400061
3.1271195,198207,css1982071400086
-0.7573884,198207,css1982071400127
3.0626206,198207,css1982071500082
-0.5655613,198207,css1982071500109
1.43776,198207,css1982071600072
-0.7072717,198207,css1982071600110
2.9573822,198207,css1982071600133
1.5729679,198207,css1982071700139
1.5703822,198207,css1982071700146
1.0612087,198207,css1982071800131
0.59822476,198207,css1982071800148
-0.46348256,198207,css1982071900031
2.581233,198207,css1982071900064
-0.021071598,198207,css1982071900068
-1.30969,198207,css1982071900128
-0.3321275,198207,css1982071900157
-0.6655255,198207,css1982072000058
2.940823,198207,css1982072000108
-1.4654065,198207,css1982072000112
3.1792257,198207,css1982072000118
-3.6878014,198207,css1982072200011
-1.432888,198207,css1982072200026
3.0193179,198207,css1982072200101
1.4383714,198207,css1982072200102
-1.0229133,198207,css1982072200121
1.6832396,198207,css1982072200150
1.6885448,198207,css1982072300013
-0.8184767,198207,css1982072500015
0.4319971,198207,css1982072500033
-1.5936285,198207,css1982072500067
-0.6450803,198207,css1982072600019
-0.73597383,198208,css1982080100063
-2.8586257,198208,css1982080200010
-3.0346284,198208,css1982080200060
1.0097805,198208,css1982080200083
0.27440217,198208,css1982080200151
0.12519404,198208,css1982080300069
-1.1534724,198208,css1982080300140
0.044984825,198208,css1982080300153
0.80272377,198208,css1982080400093
-0.4070259,198208,css1982080400154
-1.423765,198208,css1982080500040
-0.80991685,198208,css1982080500077
-1.2433144,198208,css1982080500094
-0.28605238,198208,css1982080500134
0.22002459,198208,css1982080500142
0.16224238,198208,css1982080600020
2.6061838,198208,css1982080600056
1.3453544,198208,css1982080600130
0.03638251,198208,css1982080600144
1.8011498,198208,css1982080600155
1.7383757,198208,css1982080700004
2.0659602,198208,css1982080700104
0.5516793,198208,css1982080800043
2.701121,198208,css1982080800080
-1.3359092,198208,css1982080800095
0.6812475,198208,css1982080800099
-1.066261,198208,css1982080800105
0.35984918,198208,css1982080800145
-0.042534426,198208,css1982080900062
0.068028174,198208,css1982080900081
0.50577396,198208,css1982081000075
-0.41462126,198208,css1982081000113
-1.2923453,198208,css1982081000125
0.17884919,198208,css1982081000156
-0.5063739,198208,css1982081100022
-0.60060847,198208,css1982081100073
1.6363531,198208,css1982081100147
-0.30263105,198208,css1982081200050
1.3083956,198208,css1982081200100
-3.3929706,198208,css1982081300025
-1.3367771,198208,css1982081300149
-1.7933553,198208,css1982081400012
-0.74582446,198208,css1982081400061
-0.7902859,198208,css1982081400086
-0.0025028624,198208,css1982081400127
-1.3553903,198208,css1982081500007
-3.4076903,198208,css1982081500023
-0.06498833,198208,css1982081500109
-1.1188097,198208,css1982081500115
-0.28037664,198208,css1982081500117
-0.14328016,198208,css1982081600072
-0.020018062,198208,css1982081700114
-0.2792554,198208,css1982081700139
1.9973909,198208,css1982081700143
-1.5114416,198208,css1982081700146
2.1068532,198208,css1982081800018
-3.7852743,198208,css1982081800021
1.2400911,198208,css1982081800122
0.32940307,198208,css1982081800141
-0.11207208,198208,css1982081900064
3.4551723,198208,css1982081900076
-1.1562349,198208,css1982082000058
1.1772039,198208,css1982082000108
1.9558725,198208,css1982082000112
-0.19202906,198208,css1982082200011
1.5543637,198208,css1982082200101
1.5008945,198208,css1982082200121
0.008858159,198208,css1982082300013
0.76399153,198208,css1982082300103
0.11192292,198208,css1982082300116
-1.4435403,198208,css1982082400085
0.5414689,198208,css1982082500015
0.18165831,198208,css1982082500034
-3.4487154,198209,css1982090200010
0.0073312744,198209,css1982090200135
-1.2827786,198209,css1982090200151
-1.5568923,198209,css1982090300069
0.31176326,198209,css1982090300153
1.6477969,198209,css1982090400054
0.16748577,198209,css1982090400078
2.7731206,198209,css1982090400093
1.5911766,198209,css1982090400154
-0.30167523,198209,css1982090500077
-1.1634037,198209,css1982090500090
1.303702,198209,css1982090500142
-0.87516886,198209,css1982090600020
-1.5852311,198209,css1982090600130
0.6895284,198209,css1982090600144
-1.1769716,198209,css1982090600152
1.620534,198209,css1982090600155
-3.751521,198209,css1982090700004
1.5200237,198209,css1982090700071
2.3121102,198209,css1982090800016
1.7600081,198209,css1982090800099
1.0428181,198209,css1982090800145
2.185455,198209,css1982090900062
3.1405458,198209,css1982090900091
1.2789165,198209,css1982091000030
0.6086299,198209,css1982091000107
0.5324885,198209,css1982091000113
2.848516,198209,css1982091000125
2.42546,198209,css1982091000126
-0.06998908,198209,css1982091000156
-1.849402,198209,css1982091100003
-1.6262634,198209,css1982091100022
-1.0004168,198209,css1982091100106
0.8563825,198209,css1982091100147
3.35967,198209,css1982091200055
-3.5928385,198209,css1982091300038
0.5743262,198209,css1982091300149
-0.63597673,198209,css1982091400049
-0.3062209,198209,css1982091400061
-1.3302518,198209,css1982091400086
-1.2577083,198209,css1982091500023
2.9380245,198209,css1982091500046
2.4887147,198209,css1982091500109
1.5235119,198209,css1982091500111
2.3025472,198209,css1982091500115
3.187658,198209,css1982091500117
1.050188,198209,css1982091700027
0.61257726,198209,css1982091700096
-1.5426964,198209,css1982091700136
0.5992032,198209,css1982091700146
0.63804454,198209,css1982091800039
-3.4337552,198209,css1982091800122
-0.29914403,198209,css1982091800131
-0.28419384,198209,css1982091800148
-0.11535933,198209,css1982091900031
1.0837898,198209,css1982091900092
2.8138855,198209,css1982091900128
-1.1088035,198209,css1982092000087
-0.032795325,198209,css1982092000112
-1.5937202,198209,css1982092200026
-1.2708911,198209,css1982092200101
2.0833673,198209,css1982092200150
-2.1456532,198209,css1982092300042
-1.1650876,198209,css1982092300103
0.41116232,198209,css1982092300124
0.07197161,198209,css1982092400088
-0.06901847,198209,css1982092500033
-0.78796667,198209,css1982092500034
2.3990967,198209,css1982092500044
-1.4435403,198210,css1982100100120
2.8177066,198210,css1982100100123
0.46569693,198210,css1982100200009
-1.0850973,198210,css1982100200014
-1.5112468,198210,css1982100200151
-1.1055406,198210,css1982100300153
1.451452,198210,css1982100400093
-3.3824193,198210,css1982100500040
0.86293364,198210,css1982100500041
-0.7118256,198210,css1982100500051
0.95727354,198210,css1982100500090
0.66516674,198210,css1982100500094
-0.5136646,198210,css1982100600020
-0.9314956,198210,css1982100600152
0.56267136,198210,css1982100600155
-0.074850276,198210,css1982100700004
2.46626,198210,css1982100800024
-0.3687601,198210,css1982100800036
-0.96633565,198210,css1982100800043
1.775317,198210,css1982100800095
-0.6215425,198210,css1982100800105
2.9503863,198210,css1982100800145
0.07602356,198210,css1982100900081
1.3127013,198210,css1982100900091
-0.92190015,198210,css1982101000030
-0.6038267,198210,css1982101000107
0.81975275,198210,css1982101000113
0.3196705,198210,css1982101000126
-0.63071066,198210,css1982101000156
-3.4076903,198210,css1982101100003
0.12863311,198210,css1982101100037
0.65860647,198210,css1982101100053
-0.10322109,198210,css1982101100147
-0.93815583,198210,css1982101200084
-1.5088111,198210,css1982101200100
0.71018857,198210,css1982101300149
-0.2814141,198210,css1982101400008
-3.2102928,198210,css1982101400012
-1.0490304,198210,css1982101400032
-1.7127564,198210,css1982101400049
0.26752383,198210,css1982101400061
0.67299986,198210,css1982101400086
0.06929432,198210,css1982101500023
3.079634,198210,css1982101500109
0.14178805,198210,css1982101500117
-0.7884316,198210,css1982101600072
2.3637896,198210,css1982101600110
-0.38227648,198210,css1982101700096
-0.0052994303,198210,css1982101700136
-3.718817,198210,css1982101800018
-0.4544512,198210,css1982101800141
0.34926662,198210,css1982101900031
0.975392,198210,css1982101900076
-1.0320684,198210,css1982101900092
2.2903876,198210,css1982102000058
2.6573987,198210,css1982102000112
0.20893008,198210,css1982102000118
-0.28672507,198210,css1982102200011
-0.85515225,198210,css1982102200026
1.1930542,198210,css1982102200150
0.39072987,198210,css1982102300124
0.59925497,198210,css1982102400088
-1.637194,198210,css1982102500034
-3.371084,198210,css1982102500065
1.5871598,198210,css1982102600019
-1.045735,198211,css1982110100120
-0.6263087,198211,css1982110100123
1.9826277,198211,css1982110200009
-1.7344017,198211,css1982110200014
-0.70873255,198211,css1982110200047
0.9138676,198211,css1982110200083
-1.2199486,198211,css1982110200135
2.117463,198211,css1982110200151
-0.31738272,198211,css1982110300140
1.7216637,198211,css1982110300153
2.6017299,198211,css1982110400048
-2.3657258,198211,css1982110400054
-0.5972457,198211,css1982110500001
-3.372043,198211,css1982110500041
2.829172,198211,css1982110500051
-1.0618746,198211,css1982110500090
-0.4273844,198211,css1982110500134
1.7876091,198211,css1982110600144
0.25166476,198211,css1982110600152
0.048671618,198211,css1982110800036
0.046449706,198211,css1982110800043
-1.082192,198211,css1982110800095
0.88232493,198211,css1982110900062
1.3553251,198211,css1982110900091
-0.83931094,198211,css1982111000107
-1.1934599,198211,css1982111000125
-0.49718088,198211,css1982111000129
0.47579062,198211,css1982111000156
-1.0679362,198211,css1982111100037
-1.3704605,198211,css1982111100053
2.514112,198211,css1982111100073
2.8223152,198211,css1982111100097
-0.6211822,198211,css1982111200066
-1.9454974,198211,css1982111200100
-3.2367768,198211,css1982111300038
1.8308147,198211,css1982111300149
1.7264012,198211,css1982111400008
-1.3986773,198211,css1982111400049
-3.4678547,198211,css1982111400061
2.000765,198211,css1982111400086
-2.9193168,198211,css1982111500007
1.69691,198211,css1982111500057
0.71601814,198211,css1982111500089
-0.0037388606,198211,css1982111500115
-0.086670965,198211,css1982111500117
0.34455466,198211,css1982111600028
-1.1226649,198211,css1982111600035
1.8519111,198211,css1982111600133
-0.42474562,198211,css1982111700027
-1.1397846,198211,css1982111700096
-0.22655632,198211,css1982111700136
0.086616054,198211,css1982111700143
-0.7692789,198211,css1982111800018
-0.6226015,198211,css1982111800052
-0.76723945,198211,css1982111800131
-0.79386544,198211,css1982111900068
1.5288386,198211,css1982111900128
0.15320292,198211,css1982112000058
-0.9302837,198211,css1982112000087
0.47508115,198211,css1982112000108
-0.47389063,198211,css1982112200150
-2.0241408,198211,css1982112300103
-0.07292742,198211,css1982112400088
-3.746326,198211,css1982112500015
1.9843826,198212,css1982120100120
2.8196764,198212,css1982120100123
-2.633426,198212,css1982120200009
-1.6029981,198212,css1982120200010
-1.4125295,198212,css1982120200014
0.42405373,198212,css1982120200060
-0.6953161,198212,css1982120200074
-1.0296648,198212,css1982120200083
0.3661684,198212,css1982120200151
2.6893477,198212,css1982120300138
-0.5352674,198212,css1982120300171
-1.0226581,198212,css1982120300184
1.4776789,198212,css1982120400048
1.1412393,198212,css1982120400093
1.764747,198212,css1982120400178
-1.2038426,198212,css1982120500040
-1.1058564,198212,css1982120500142
-0.78263867,198212,css1982120500172
-0.31206447,198212,css1982120600144
0.8214797,198212,css1982120600152
2.546875,198212,css1982120600155
0.18791422,198212,css1982120600169
-1.4533613,198212,css1982120600177
-1.8899677,198212,css1982120600183
3.167198,198212,css1982120700004
-0.065483086,198212,css1982120800016
0.45683938,198212,css1982120800024
-0.0127765,198212,css1982120800095
-1.0569744,198212,css1982120800145
1.9530258,198212,css1982120800161
-1.3179663,198212,css1982120800176
-1.2104404,198212,css1982120900062
0.7675421,198212,css1982120900081
0.30905318,198212,css1982120900091
1.6974165,198212,css1982120900173
0.30335528,198212,css1982121000075
-1.8361527,198212,css1982121000107
-0.5783325,198212,css1982121100053
-2.1169949,198212,css1982121100073
-1.0475323,198212,css1982121100147
-1.7532699,198212,css1982121100181
-0.81613666,198212,css1982121100187
-1.5809916,198212,css1982121200050
-0.04033284,198212,css1982121200059
0.5640055,198212,css1982121200066
-0.91648465,198212,css1982121200100
1.4847916,198212,css1982121200163
2.358917,198212,css1982121200166
-0.725811,198212,css1982121200185
-3.7852743,198212,css1982121300025
-0.37698635,198212,css1982121300158
-1.7149163,198212,css1982121300180
0.2554759,198212,css1982121300188
2.6589658,198212,css1982121400049
0.017372012,198212,css1982121400061
2.0568423,198212,css1982121400086
2.2392995,198212,css1982121400127
0.3083601,198212,css1982121500057
-0.37379956,198212,css1982121500082
0.07611441,198212,css1982121500089
-0.12142716,198212,css1982121500117
-3.3929706,198212,css1982121600029
-3.0172973,198212,css1982121600072
-0.9582075,198212,css1982121600110
-0.06498833,198212,css1982121600133
-1.582081,198212,css1982121600164
-0.7297352,198212,css1982121600179
-3.4076903,198212,css1982121700027
-0.02791737,198212,css1982121700136
-1.7693493,198212,css1982121700137
-0.33838212,198212,css1982121700146
-1.2765018,198212,css1982121700159
0.7655036,198212,css1982121800039
-1.2623875,198212,css1982121800131
-0.4517167,198212,css1982121800141
-0.98372597,198212,css1982121800186
-1.720489,198212,css1982121900064
0.11272707,198212,css1982121900076
0.98550624,198212,css1982121900092
2.474349,198212,css1982121900128
-0.7445837,198212,css1982122000112
1.1573824,198212,css1982122000118
1.9326899,198212,css1982122200026
-0.27358434,198212,css1982122200101
0.45238268,198212,css1982122300013
-0.38713676,198212,css1982122300042
1.2281086,198212,css1982122300116
0.5278711,198212,css1982122300189
0.56956667,198212,css1982122400045
-0.7087924,198212,css1982122400085
0.5013679,198212,css1982122400160
-1.1856155,198212,css1982122500015
-0.053347614,198212,css1982122600019
-1.8346686,198301,css1983010100123
-0.9988324,198301,css1983010200009
-3.4487154,198301,css1983010200010
2.513965,198301,css1983010200047
-2.1920059,198301,css1983010200074
-1.248668,198301,css1983010200151
-0.35814652,198301,css1983010300153
2.7869482,198301,css1983010400048
-1.2273605,198301,css1983010400054
-0.7935747,198301,css1983010400078
-3.4337552,198301,css1983010400119
1.8732762,198301,css1983010400154
2.1204443,198301,css1983010500070
-0.46649283,198301,css1983010500142
0.1770646,198301,css1983010600152
0.2684018,198301,css1983010600155
2.5311947,198301,css1983010700104
2.4635873,198301,css1983010800024
-1.2393233,198301,css1983010800105
0.7641813,198301,css1983010900062
1.1507156,198301,css1983010900091
-1.3621148,198301,css1983011000030
-1.0008535,198301,css1983011000113
-0.15797897,198301,css1983011000125
-1.349423,198301,css1983011000126
0.24771367,198301,css1983011000156
-3.7688522,198301,css1983011100003
-0.10880592,198301,css1983011100106
-0.9011372,198301,css1983011100147
-0.81360656,198301,css1983011200066
1.5081837,198301,css1983011200084
-4.0895476,198301,css1983011300025
-0.76211995,198301,css1983011300038
1.3759534,198301,css1983011300149
-1.2084496,198301,css1983011400061
0.41567004,198301,css1983011400086
-1.1103721,198301,css1983011400127
-3.455248,198301,css1983011500007
0.6508067,198301,css1983011500023
2.2853284,198301,css1983011500115
-2.4178624,198301,css1983011600035
0.46331632,198301,css1983011600072
-0.40955812,198301,css1983011600110
-1.2765018,198301,css1983011700096
2.9072638,198301,css1983011700143
-0.8898894,198301,css1983011700146
0.14508733,198301,css1983011800018
-0.3304425,198301,css1983011800021
-0.72149277,198301,css1983011800052
0.44797546,198301,css1983011800141
1.8209331,198301,css1983011800148
1.153884,198301,css1983011900068
-0.6822298,198301,css1983011900076
-0.68578905,198301,css1983011900092
0.6650581,198301,css1983012000058
3.287562,198301,css1983012000087
-0.3679284,198301,css1983012000108
1.6702527,198301,css1983012000118
2.3643095,198301,css1983012200026
0.8327716,198301,css1983012200102
2.0426466,198301,css1983012200150
-0.3274165,198301,css1983012300124
-0.66754776,198301,css1983012400005
-3.3395865,198301,css1983012500033
0.891821,198301,css1983012500034
-1.5391858,198301,css1983012500044
-0.58035326,198301,css1983012500065
-0.9942204,198302,css1983020100098
-0.9177561,198302,css1983020100120
2.0111418,198302,css1983020100123
0.6262495,198302,css1983020200009
2.0016382,198302,css1983020200074
-1.0353059,198302,css1983020300069
0.54606026,198302,css1983020300153
3.748389,198302,css1983020400048
0.34041575,198302,css1983020400093
-0.7593167,198302,css1983020400119
-3.2413204,198302,css1983020500041
-3.371084,198302,css1983020500070
0.8775195,198302,css1983020500090
1.2425534,198302,css1983020500094
-1.102498,198302,css1983020500142
-0.9181597,198302,css1983020600020
1.4781604,198302,css1983020600130
3.076956,198302,css1983020600144
-0.8219601,198302,css1983020600152
0.41827735,198302,css1983020600155
-0.4008776,198302,css1983020700004
-0.23018989,198302,css1983020800016
3.4607503,198302,css1983020800024
